recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc,Type I Label
1266,1997ex, ,ANON,126.11499999999998,3.8683333333333327,,107925.0, ,21.6,>,Ia,126.11612499999998,3.868277777777777,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1262,1997et, ,ANON,125.72499999999998,3.87,,188869.0, ,23.2,>,Ia,125.72387499999998,3.87075,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1127,1997O, ,ANON,126.00999999999998,4.126666666666666,,110923.0, ,23.7,>,Ia,126.01045833333332,4.12586111111111,Supernova Cosmology Project,Type I
1144,1997af,*,ANON,125.96999999999998,4.145,,173580.0,.I....,22.3,>,Ia,125.96945833333332,4.145555555555555,Supernova Cosmology Project,Type I
1141,1997ac,*,ANON,126.02249999999998,4.19,,95934.0,.E....,23.1,>,Ia,126.02170833333332,4.189611111111111,Supernova Cosmology Project,Type I
1124,1997L, ,ANON,125.48749999999998,3.8933333333333326,,164886.0,.I....,23.1,>,Ia,125.48808333333332,3.89325,Supernova Cosmology Project,Type I
1263,1997eu, ,ANON,125.75249999999998,4.141666666666666,,176878.0, ,22.4,>,Ia,125.75187499999998,4.140916666666666,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1284,1998I, ,ANON,121.215,5.263333333333333,,266815.0,.....L,23.6,>,Ia,121.21483333333332,5.263249999999999,High-Z Supernova Search Team,Type I
1452,1999Q, ,ANON,120.18999999999998,5.525,,137905.0,.....E,22.3,>,Ia,120.18879166666665,5.524277777777777,High-Z Supernova Search Team,Type I
1012,1995ba, ,ANON,124.7775,7.723333333333333,,116319.0,.E-L..,22.6,>,I:,124.77691666666664,7.722555555555554,Supernova Cosmology Project,Type I
2455,2002lt, ,ANON,122.25,6.726666666666666,,, ,24.5,>,Ic:,122.24941666666663,6.727083333333332,"Della Valle, Malesani, Benetti, Testa, Stella+",Type I
2504,2003ax, ,LEDA1330613,122.14999999999998,7.778333333333332,,16189.0, ,18.4,>,Ia,122.14804166666664,7.778388888888887,"Wood-Vasey, Aldering, Nugent",Type I
1804,2000fn, ,N 2526,121.74499999999998,8.003333333333332,54.0,4603.0,.S..1.,18.0,>,Ib,121.74079166666664,8.00536111111111,Puckett,Type I
1122,1997J, ,ANON,115.325,9.553333333333333,,185571.0,.L-E..,23.4,>,Ia:,115.32429166666664,9.553166666666666,Supernova Cosmology Project,Type I
2151,2002ab, ,ANON,117.2325,10.101666666666665,,126000.0, ,22.5,>,Ia,117.23208333333332,10.10175,High-Z Supernova Search Team,Type I
1099,1996cd, ,P22302,119.34,11.214999999999998,41.0,13922.0,.S....,18.5,>,Ib/c,119.336375,11.206583333333333,Pollas,Type I
2540,2003ch, ,U 3787,109.48999999999998,9.69,57.0,7495.0,.L..-?,17.0,>,Ia,109.49133333333332,9.693027777777775,"Swift, Li+",Type I
2792,2004B, ,I 390,70.51749999999998,-7.206666666666666,,4692.0,.L....,17.8,>,Ia,70.51966666666665,-7.202166666666666,Itagaki,Type I
1118,1997F, ,ANON,73.80999999999999,-5.8616666666666655,,173880.0,.SB.4.,23.9,>,Ia,73.80945833333332,-5.862444444444444,Supernova Cosmology Project,Type I
629,1986N, ,N 1667,72.15249999999999,-6.319999999999999,40.0,4547.0,.SBR5.,15.0,>,Ia,72.15124999999999,-6.322777777777777,Pennypacker et al.,Type I
1011,1995az, ,ANON,70.13999999999999,-5.501666666666666,,134907.0,.S..5.,24.0,>,I:,70.13995833333333,-5.501,Supernova Cosmology Project,Type I
1576,1999ep, ,LEDA1078129,70.2725,-3.01,,17988.0, ,18.9,>,Ia,70.26983333333332,-3.011,Nearby Galaxies Supernova Search team,Type I
1962,2001ep, ,N 1699,74.24749999999999,-4.758333333333333,53.0,3901.0,.SAT3.,15.0,>,Ia,74.25108333333333,-4.761166666666666,"Hutchings, Li +",Type I
1256,1997en, ,ANON,74.23749999999998,-4.196666666666666,,230840.0, ,24.4,>,Ia:,74.23837499999999,-4.196111111111111,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1259,1997eq, ,ANON,74.73499999999999,-3.991666666666666,,161888.0,.S..2.,22.5,>,Ia,74.73466666666666,-3.9915,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1255,1997em, ,ANON,74.21,-3.86,,137905.0, ,23.6,>,Ia,74.21016666666665,-3.860305555555555,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1258,1997ep, ,ANON,74.45249999999999,-3.711666666666666,,137905.0, ,22.4,>,Ia,74.45245833333333,-3.712416666666666,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1260,1997er, ,ANON,75.16,-3.991666666666666,,140902.0, ,22.3,>,Ia,75.16066666666666,-3.992277777777778,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1419,1998eo, ,ANON,74.06499999999998,-3.776666666666666,,251826.0, ,23.6,>,Ia,74.06445833333332,-3.777416666666666,Supernova Cosmology Project,Type I
1257,1997eo, ,ANON,74.38499999999999,-3.501666666666666,,209855.0, ,24.5,>,Ia:,74.38479166666666,-3.501722222222221,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1253,1997ek, ,ANON,74.04749999999999,-3.69,,257822.0,.S....,23.8,>,Ia,74.04845833333333,-3.690555555555555,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1254,1997el, ,ANON,74.17249999999999,-3.4649999999999994,,191867.0, ,23.1,>,Ia,74.17170833333333,-3.465194444444444,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1119,1997G, ,ANON,74.62499999999999,-3.268333333333333,,228741.0, ,23.7,>,Ia,74.62595833333333,-3.267777777777777,Supernova Cosmology Project,Type I
1120,1997H, ,ANON,74.90249999999999,-3.16,,158890.0,.E....,22.8,>,Ia,74.90237499999999,-3.1596111111111105,Supernova Cosmology Project,Type I
1121,1997I, ,ANON,74.90499999999999,-3.1499999999999995,,53963.0,.S..4.,20.9,>,Ia,74.90545833333333,-3.150444444444444,Supernova Cosmology Project,Type I
1267,1997ey, ,ANON,74.24249999999999,-2.6266666666666665,,173880.0, ,22.9,>,Ia,74.24245833333332,-2.626861111111111,"Nugent, Aldering, Castro, Nunes, Quimby",Type I
1991,2001fs, ,ANON,69.87749999999998,-1.4733333333333332,,251826.0, ,23.9,>,Ia,69.87783333333333,-1.4727499999999998,High-Z Supernova Search Team,Type I
2489,2003ah, ,LEDA1174831,70.7875,0.7649999999999999,,8994.0, ,17.0,>,Ia,70.78558333333332,0.7667777777777777,"Swift, Ganeshalingam, Li+",Type I
2975,2004gc, ,ARP327NED04,80.45749999999998,6.676666666666666,62.0,9620.0,.L....,17.4,>,Ia,80.458125,6.676027777777777,"del_Olmo, Martinez, Pedraz, Alises, Trondal, Schwartz",Type I
811,1991bj, ,I  344,55.3725,-4.666666666666666,61.0,5436.0,.SB.4.,18.8,>,Ia,55.377,-4.663777777777777,Pollas,Type I
805,1991bd, ,U 2936,60.69999999999999,1.9633333333333327,81.0,3813.0,.SBS6.,17.0,>,Ia,60.70691666666666,1.9739722222222216,McNaught,Type I
947,1994aa, ,N 1320,51.20499999999999,-3.041666666666666,72.0,2716.0,.S..1*,17.0,>,Ia,51.20583333333333,-3.0426666666666664,McNaught,Type I
804,1991bc, ,U 2691 NED01,50.18999999999999,-1.045,53.0,6408.0,.SB.1.,16.0,>,Ia,50.19024999999999,-1.0464444444444445,McNaught,Type I
2114,2001kl, ,LEDA3107088,47.215,-1.1733333333333331,,37840.0, ,20.4,>,Ia,47.21433333333333,-1.1733611111111109,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
1590,1999fd, ,ANON,45.82249999999999,0.0516666666666666,,263817.0, ,25.3,>,Ia:,45.822875,0.0518333333333333,Supernova Cosmology Project,Type I
1589,1999fc, ,ANON,45.62749999999999,0.1699999999999999,,194865.0, ,24.8,>,Ia,45.626708333333326,0.1705555555555555,Supernova Cosmology Project,Type I
1072,1996bc, ,ANON,48.0275,0.6383333333333332,,137905.0, ,22.5,>,Ia,48.02741666666666,0.6380833333333332,High-Z Supernova Search Team,Type I
1001,1995ap, ,ANON,48.11749999999999,0.695,,90000.0, ,21.5,>,Ia,48.11720833333332,0.6953888888888888,High-Z Supernova Search Team,Type I
1064,1996au, ,ANON,48.2,0.7533333333333332,,155892.0, ,22.5,>,Ia,48.199125,0.7533055555555555,High-Z Supernova Search Team,Type I
2701,2003in, ,I 1956,53.8875,5.066666666666666,74.0,6401.0,.SB.4.,17.7,>,Ia,53.88879166666666,5.064638888888888,Li+,Type I
1948,2001eb, ,N 1589,67.68999999999998,0.8649999999999999,76.0,3793.0,.S..2.,16.3,>,Ia,67.68791666666665,0.8716388888888887,Boles,Type I
1600,1999fn, ,ANON,63.51499999999999,4.298333333333333,,140902.0,.....L,23.5,>,Ia,63.516166666666656,4.298611111111111,High-Z Supernova Search Team,Type I
1772,2000eh, ,ANON,63.75999999999999,4.388333333333333,,146898.0,.....E,22.4,>,Ia,63.760166666666656,4.38836111111111,High-Z Supernova Search Team,Type I
1015,1995bd, ,U 3151,71.3325,11.068333333333332,78.0,4377.0,.S..5.,17.3,=,IaPec,71.3385,11.06736111111111,Pollas,Type I
1601,1999fo, ,ANON,63.68999999999999,6.643333333333333,,, ,24.0,>,Ia,63.69062499999999,6.64286111111111,High-Z Supernova Search Team,Type I
1643,2000H, ,I  454,102.7775,12.921666666666663,60.0,3945.0,.SB.2.,17.3,>,I:,102.78195833333332,12.921805555555554,Armstrong; Lick Observatory Supernova Search,Type I
960,1995A, ,M 04-16-006,102.51749999999998,26.381666666666664,53.0,9509.0,DS..5.,18.0,>,Ia,102.51929166666665,26.380833333333328,Pollas,Type I
2463,2003F, ,U 3261,77.88499999999999,17.054999999999996,44.0,5169.0,.S..7.,15.9,>,Ia,77.88754166666665,17.057888888888886,"Graham, Li + ; Puckett, Toth",Type I
1571,1999ek, ,U 3329,84.13499999999999,16.641666666666666,68.0,5253.0,.S..4.,17.9,>,Ia,84.13166666666666,16.638277777777777,Lick Observatory Supernova Search,Type I
962,1995C, ,LEDA 703368,181.005,-31.59833333333333,,8158.0,.I....,17.5,>,Ia,181.0105,-31.600638888888884,McNaught,Type I
1871,2001ba, ,M-05-28-1,174.50249999999997,-32.325,56.0,8819.0,.SBR4.,15.9,>,Ia,174.50733333333332,-32.33083333333333,Chassagne,Type I
1341,1998bn, ,N 4462,187.3375,-23.165,71.0,1792.0,.SBR2.,13.4,>,Ia,187.32866666666663,-23.163666666666664,"Li, Modjaz, Treffers, Filippenko",Type I
2605,2003ev, ,LEDA825312,197.6325,-21.665,,7195.0, ,18.5,>,Ic,197.6325,-21.66377777777777,"Papenkova, Weisz, Li+",Type I
2857,2004bo, ,E 576-G54,201.5325,-19.776666666666664,51.0,7024.0,.LB...,17.0,>,Ia,201.526625,-19.77572222222222,"Singer, Burket, Li+",Type I
2237,2002dj, ,N 5018,198.255,-19.51833333333333,,2794.0,.E....,16.4,>,Ia,198.25141666666664,-19.51908333333333,"Hutchings, Li+",Type I
2818,2004ab, ,N 5054,199.2425,-16.63333333333333,53.0,1741.0,.S..4.,14.7,>,Ia,199.24241666666663,-16.631305555555553,Monard,Type I
1386,1998dg, ,M-03-34-008,197.605,-16.931666666666665,59.0,2446.0,.S..2.,16.0,>,Ia,197.599375,-16.93558333333333,Wischnjewsky,Type I
1695,2000bh, ,E 573-G14,185.315,-21.996666666666663,52.0,6838.0,.S..5.,16.0,>,Ia,185.3130833333333,-21.998805555555556,Antezana,Type I
1531,1999cs, ,LEDA846313,181.105,-20.1,,18000.0, ,17.5,>,Ia,181.10529166666663,-20.10055555555555,Antezana,Type I
2985,2004gm, ,M-02-33-80,194.915,-14.966666666666663,82.0,4963.0,.L....,15.9,>,Ia,194.918875,-14.96733333333333,"Burket, Li+",Type I
774,1991X, ,N 4902,195.25,-14.513333333333332,24.0,2625.0,.SBR3.,13.8,>,Ia,195.2530833333333,-14.510555555555554,Evans,Type I
1180,1997bp, ,N 4680,191.7275,-11.636666666666663,53.0,2492.0,.S..1.,14.2,>,Ia,191.7239583333333,-11.642555555555552,Evans,Type I
1655,2000T, ,ANON,189.085,-12.473333333333333,,53963.0, ,21.0,>,Ia,189.08479166666663,-12.473138888888888,EROS,Type I
1176,1997bl, ,ANON,190.0875,-11.743333333333332,,56961.0, ,21.5,>,Ia,190.0875,-11.744166666666665,Hardin,Type I
2838,2004av, ,E 571-G 15,175.24499999999998,-22.476666666666663,90.0,7057.0,.S..3.,15.8,>,Ia,175.241,-22.481555555555552,"Moore, Li+",Type I
888,1993D, ,M-04-27-11,172.24999999999997,-22.481666666666666,36.0,8190.0,RLBR+.,18.0,>,Ia,172.24504166666665,-22.48505555555555,McNaught,Type I
2133,2002J, ,N 3464,163.66499999999996,-21.066666666666663,51.0,3729.0,.SBT5.,16.6,>,Ic,163.65983333333332,-21.064888888888888,"Weisz, Li +",Type I
2356,2002hy, ,N 3464,163.66499999999996,-21.066666666666663,51.0,3729.0,.SBT5.,16.4,>,IbPec,163.66324999999998,-21.06144444444444,Monard,Type I
1472,1999ak, ,LEDA114587,166.71499999999995,-11.654999999999998,,16361.0, ,18.7,>,Ia,166.716875,-11.653694444444442,Supernova Cosmology Project,Type I
1497,1999bj, ,ANON,177.90999999999997,-12.484999999999998,,47967.0, ,20.8,>,Ia,177.90995833333332,-12.485638888888888,"EROS, Supernova Cosmology Project",Type I
1501,1999bn, ,ANON,179.25249999999997,-11.443333333333332,,35975.0, ,19.6,>,Ia,179.25166666666664,-11.444,"EROS, Supernova Cosmology Project",Type I
1103,1996ch, ,ANON,179.90749999999997,-9.909999999999998,,170882.0, ,24.1,>,Ia,179.9072083333333,-9.909499999999998,Supernova Cosmology Project,Type I
2188,2002bm, ,M-01-32-19,187.5675,-8.396666666666665,21.0,5462.0,.SBR4P,17.0,>,Ic,187.57041666666663,-8.392999999999999,"Puckett, Sehgal",Type I
1698,2000bk, ,N 4520,188.4575,-7.374999999999999,58.0,7628.0,.LA.-P,16.8,>,Ia,188.47475,-7.378583333333332,Armstrong,Type I
1498,1999bk, ,ANON,172.21749999999997,-12.3,,28780.0, ,19.1,>,Ia,172.21670833333332,-12.302305555555554,"EROS, Supernova Cosmology Project",Type I
1823,2001E, ,N 3905,177.26999999999998,-9.73,44.0,5774.0,.SBT5.,15.5,>,Ia,177.27083333333331,-9.73636111111111,"Modjaz, Li +",Type I
1830,2001L, ,M-01-30-11,174.2025,-8.586666666666666,79.0,4567.0,.SA.3.,15.4,>,Ia,174.20345833333332,-8.585277777777776,"Friedman, Li, Chornock +",Type I
1503,1999bp, ,ANON,174.94249999999997,-8.86,,23084.0, ,18.8,>,Ia,174.94341666666665,-8.859666666666666,"EROS, Supernova Cosmology Project",Type I
1657,2000V, ,ANON,180.87,-5.786666666666666,,30000.0, ,20.6,>,Ia,180.8693333333333,-5.787694444444444,EROS,Type I
2854,2004bl, ,M 00-31-42,183.7975,-3.4399999999999995,80.0,5192.0,.S..6.,16.0,>,Ia,183.8003333333333,-3.438416666666666,"Pugh, Li+",Type I
1712,2000by, ,LEDA1059098,174.98,-4.371666666666666,,29979.0, ,19.3,>,Ia,174.97879166666664,-4.3712222222222215,"EROS, European Supernova Cosmology Consortium, et al",Type I
2565,2003dg, ,U 6934,179.38249999999996,-1.2533333333333332,90.0,5536.0,.S..5.,19.1,>,Ib/cPec,179.3832083333333,-1.2537777777777777,"Pugh, Li+",Type I
1026,1996I, ,ANON,180.165,-0.2666666666666666,,170882.0, ,23.0,>,Ia,180.16429166666663,-0.2673333333333333,High-Z Supernova Search Team,Type I
755,1991D, ,LEDA 084044,205.3025,-14.64333333333333,59.0,12528.0,.S....,16.5,>,Ib,205.30666666666664,-14.646388888888886,"Remillard, Brissenden, Halpern, Eracleous",Type I
2194,2002bs, ,I 4221,199.6275,-14.60833333333333,58.0,2895.0,.SBR5.,14.1,>,Ia,199.62625,-14.608833333333331,"Wei, Qiu, Cao, Wang, Hu",Type I
2825,2004ai, ,ANON,208.6075,-12.686666666666666,,176878.0, ,23.4,>,Ic,208.6087083333333,-12.687749999999998,"Riello, Benetti, Cappellaro, Patat, Botticella, Altavilla, Pastorello, Turatto, Valenti",Type I
2215,2002cn, ,ANON,208.3375,-12.258333333333333,,90537.0, ,22.3,>,Ia,208.3385,-12.258194444444444,"Altavilla, Benetti et al.",Type I
2873,2004ce, ,ANON,208.6925,-12.243333333333332,,139404.0, ,22.8,>,Ia,208.691375,-12.243416666666665,"Riello, Benetti, Cappellaro, Patat, Botticella, Turatto, Valenti",Type I
2162,2002am, ,LEDA976363,210.515,-10.586666666666666,,9000.0, ,19.1,>,Ia,210.5130833333333,-10.58997222222222,Becker et al.,Type I
1839,2001U, ,N 5442,211.1775,-9.713333333333331,68.0,8517.0,.SBS3P,17.3,>,Ia,211.17891666666665,-9.708249999999998,"Schwartz, Li +",Type I
2131,2002H, ,M-02-35-11,204.6225,-10.703333333333331,30.0,6679.0,.L...P,16.7,>,Ia,204.61491666666663,-10.720249999999998,"Weisz, Li +",Type I
1467,1999af, ,ANON,206.2125,-6.671666666666666,,29080.0, ,20.6,>,Ia,206.21229166666663,-6.670166666666666,Supernova Cosmology Project,Type I
1711,2000bx, ,ANON,207.2325,-6.309999999999999,,26981.0, ,19.2,>,Ia,207.231375,-6.309972222222221,"EROS, European Supernova Cosmology Consortium, et al",Type I
1504,1999bq, ,ANON,196.7275,-12.621666666666664,,44669.0, ,20.1,>,Ia,196.72691666666665,-12.619888888888887,"EROS, Supernova Cosmology Project",Type I
941,1994U, ,N 4948,196.23,-7.946666666666665,72.0,1330.0,.SBS7*,14.0,>,Ia,196.23391666666663,-7.94761111111111,Barker,Type I
2132,2002I, ,I 4229,200.61,-2.418333333333333,38.0,6978.0,PSBR3P,17.3,>,Ia,200.6118333333333,-2.4178055555555558,"Weisz, Li +",Type I
940,1994T, ,C 16-58,200.3775,-2.145,69.0,10390.0,.S..1.,17.3,=,Ia,200.3780833333333,-2.148972222222222,"Peters, Challis",Type I
2608,2003ey, ,LEDA1003217,215.015,-8.476666666666665,,19487.0, ,18.8,>,Ia,215.01366666666664,-8.477777777777776,"Wood-Vasey, Aldering, Nugent",Type I
1713,2000bz, ,ANON,213.76,-6.288333333333332,,77946.0, ,21.2,>,Ia,213.7610833333333,-6.287777777777777,"EROS, European Supernova Cosmology Consortium, et al",Type I
1502,1999bo, ,ANON,215.2825,-5.956666666666666,,38973.0, ,19.7,>,Ia,215.28116666666665,-5.957166666666666,"EROS, Supernova Cosmology Project",Type I
1528,1999cp, ,N 5468,211.645,-5.453333333333332,21.0,2845.0,.SBT5.,14.2,=,Ia,211.63041666666663,-5.446944444444443,Lick Observatory Supernova Search,Type I
2219,2002cr, ,N 5468,211.645,-5.453333333333332,21.0,2845.0,.SXT5.,14.2,=,Ia,211.656625,-5.4394166666666655,R.Kushida,Type I
726,1990M, ,N 5493,212.8725,-5.043333333333333,36.0,2711.0,.L...P,12.4,=,Ia,212.8720833333333,-5.043333333333333,Evans,Type I
975,1995P, ,LEDA119205,211.81,-2.726666666666666,,16790.0, ,18.0,>,Ia:,211.8097083333333,-2.72575,McNaught,Type I
2164,2002ao, ,U 9299,217.395,-0.0183333333333333,67.0,1552.0,.SBS6P,14.1,>,Ic:,217.39891666666665,-0.0154999999999999,"Martin, Li +",Type I
1813,2000fw, ,ANON,217.5575,0.5099999999999999,,28855.0, ,19.1,>,Ia,217.558625,0.5098333333333332,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
1060,1996aq, ,N 5584,215.6,-0.3866666666666666,40.0,1635.0,.SBT5.,14.7,>,Ic,215.5947083333333,-0.3899999999999999,Aoki,Type I
977,1995R, ,U 8801,208.3825,-1.1933333333333331,80.0,7098.0,.S..4.,18.0,>,Ia,208.3858333333333,-1.191722222222222,McNaught,Type I
1523,1999ck, ,ANON,212.235,-0.0966666666666666,,129510.0, ,21.9,>,Ia,212.23579166666664,-0.0974166666666666,European Supernova Cosmology Consortium,Type I
1313,1998al, ,ANON,205.7725,-0.4283333333333333,,213000.0, ,23.4,>,Ia,205.772375,-0.428611111111111,High-Z Supernova Search Team,Type I
1172,1997bh, ,ANON,206.15,-0.3299999999999999,,119917.0, ,22.3,>,Ia,206.149875,-0.330361111111111,High-Z Supernova Search Team,Type I
2213,2002cl, ,P48663,206.0425,-0.2149999999999999,38.0,21397.0,.S....,21.6,>,Ic,206.04141666666663,-0.2160555555555555,"Altavilla, Benetti et al.",Type I
1312,1998ak, ,ANON,206.0675,-0.1799999999999999,,222000.0, ,23.7,>,Ia:,206.0675833333333,-0.180361111111111,High-Z Supernova Search Team,Type I
2872,2004cd, ,ANON,206.2125,-0.0633333333333333,,149896.0, ,22.7,>,Ia,206.21125,-0.0634166666666666,"Riello, Benetti, Cappellaro, Patat, Botticella, Turatto, Valenti",Type I
1310,1998ai, ,ANON,205.615,-0.1133333333333333,,147000.0, ,22.7,>,Ia,205.6149583333333,-0.113111111111111,High-Z Supernova Search Team,Type I
1308,1998ag, ,ANON,205.9025,0.1333333333333333,,201000.0, ,23.5,>,Ia,205.90175,0.1339444444444444,High-Z Supernova Search Team,Type I
2195,2002bt, ,P48008,204.0575,-1.038333333333333,,17988.0,TE....,17.9,>,Ia,204.055,-1.0388333333333333,Li +,Type I
1329,1998bb, ,ANON,205.9725,1.4266666666666663,,170882.0, ,24.0,>,Ia,205.97325,1.4260277777777777,Supernova Cosmology Project,Type I
1331,1998bd, ,ANON,206.37,1.958333333333333,,74948.0, ,21.2,>,Ia,206.37104166666663,1.9590277777777776,Supernova Cosmology Project,Type I
1332,1998be, ,ANON,206.5875,2.0449999999999995,,191867.0, ,23.8,>,Ia,206.58704166666664,2.0445555555555552,Supernova Cosmology Project,Type I
1336,1998bi, ,ANON,206.9375,2.35,,224844.0,.S....,23.7,>,Ia,206.9363333333333,2.349222222222222,Supernova Cosmology Project,Type I
1154,1997ap,*,ANON,206.7925,2.4,,248828.0, ,24.2,>,Ia,206.79125,2.399305555555556,Supernova Cosmology Project,Type I
1109,1996cn, ,ANON,207.1125,2.463333333333333,,128911.0,.L....,22.6,>,Ia,207.11341666666664,2.462944444444444,Supernova Cosmology Project,Type I
1104,1996ci, ,ANON,206.485,2.448333333333333,,148397.0,.S..6.,22.3,>,Ia,206.484,2.44825,Supernova Cosmology Project,Type I
1330,1998bc, ,ANON,206.2925,2.398333333333333,,119917.0, ,22.1,>,Ia,206.29225,2.3978888888888887,Supernova Cosmology Project,Type I
1328,1998ba, ,ANON,205.905,2.325,,128911.0,.S....,22.3,>,Ia,205.9038333333333,2.325166666666666,Supernova Cosmology Project,Type I
1338,1998bk, ,ANON,207.2,2.978333333333333,,122915.0, ,22.5,>,Ia,207.20104166666664,2.9781111111111107,Supernova Cosmology Project,Type I
1366,1998cm, ,ANON,206.055,3.0116666666666663,,23983.0, ,18.6,>,Ia,206.05404166666665,3.011194444444444,Germany et al.,Type I
1033,1996P, ,N 5335,208.235,2.8149999999999995,36.0,4650.0,.SBR3.,17.0,>,Ia,208.2192083333333,2.8083888888888886,Mueller,Type I
96,1954B, ,N 5668,218.355,4.448333333333332,30.0,1583.0,.SAS6.,12.8,=,I,218.35075,4.445166666666666,Wild,Type I
2026,2001hb, ,ANON,209.3,4.339999999999999,,, ,24.8,>,Ia,209.2998333333333,4.340805555555555,Supernova Cosmology Project,Type I
2023,2001gy, ,ANON,209.27,4.516666666666666,,153194.0, ,23.4,>,Ia,209.26891666666663,4.516611111111111,Supernova Cosmology Project,Type I
2314,2002gi, ,ANON,209.3025,4.555,,273411.0, ,24.1,>,Ia,209.30125,4.554722222222222,"Supernova Cosmology Project, Knop",Type I
2297,2002fr, ,ANON,210.1925,4.561666666666666,,92936.0, ,22.4,>,I:,210.1933333333333,4.5615,Supernova Cosmology Project,Type I
2291,2002fl, ,ANON,210.4675,4.656666666666666,,77946.0, ,21.9,>,Ia,210.46804166666664,4.656444444444444,Supernova Cosmology Project,Type I
1808,2000fr, ,ANON,210.49,4.728333333333333,,162787.0, ,24.5,>,Ia,210.490625,4.728444444444444,Supernova Cosmology Project,Type I
2015,2001gq, ,ANON,210.465,4.886666666666666,,201161.0, ,23.9,>,Ia,210.4640833333333,4.886777777777777,Supernova Cosmology Project,Type I
2293,2002fn, ,ANON,210.0325,4.913333333333333,,202960.0, ,24.1,>,I,210.033125,4.912611111111111,Supernova Cosmology Project,Type I
2013,2001go, ,ANON,210.505,5.016666666666666,,165485.0, ,23.7,>,Ia,210.5039583333333,5.016444444444444,Supernova Cosmology Project,Type I
2011,2001gm, ,ANON,210.4625,5.093333333333333,,143301.0, ,23.4,>,Ia,210.46325,5.094027777777777,Supernova Cosmology Project,Type I
2012,2001gn, ,ANON,210.5,5.083333333333333,,, ,25.0,>,Ia,210.4995833333333,5.083222222222221,Supernova Cosmology Project,Type I
2010,2001gl, ,ANON,210.32,5.213333333333333,,107925.0, ,23.7,>,Ib/c,210.31916666666663,5.213583333333332,Supernova Cosmology Project,Type I
2283,2002fd, ,ANON,210.975,4.996666666666666,,83342.0, ,23.4,>,Ia,210.9753333333333,4.996944444444444,"Supernova Cosmology Project, Subaru high-redshift supernova search group",Type I
2284,2002fe, ,ANON,211.075,5.323333333333332,,, ,24.7,>,Ia,211.07566666666665,5.323777777777777,"Supernova Cosmology Project, Subaru high-redshift supernova search group",Type I
2285,2002ff, ,ANON,210.915,5.779999999999999,,, ,24.0,>,Ia:,210.91591666666665,5.780722222222221,"Supernova Cosmology Project, Subaru high-redshift supernova search group",Type I
2282,2002fc, ,ANON,210.0975,5.761666666666666,,263817.0, ,24.2,>,Ia,210.09704166666663,5.761638888888888,"Supernova Cosmology Project, Subaru high-redshift supernova search group",Type I
2207,2002cf, ,N 4786,193.635,-6.859999999999999,,4647.0,.E+..P,16.9,>,Ia,193.63041666666663,-6.856888888888888,"Beutler, Li +",Type I
1362,1998ci, ,LEDA157946,190.255,-6.663333333333332,71.0,7573.0,.S..5.,18.0,>,Ia,190.25466666666665,-6.663388888888888,"Regnault, Perdereau",Type I
1500,1999bm, ,ANON,191.2525,-6.458333333333332,,44969.0, ,20.5,>,Ia,191.2535,-6.458388888888888,"EROS, Supernova Cosmology Project",Type I
777,1991aa, ,LEDA158033,191.2875,-6.315,,3280.0,.I....,16.0,>,Ia,191.29104166666664,-6.317222222222221,McNaught,Type I
2609,2003ez, ,P42782,190.8,-2.5016666666666665,38.0,14397.0,.S..5.,17.4,>,Ia,190.7994583333333,-2.5011388888888884,"Papenkova, Li+",Type I
1106,1996ck, ,ANON,192.1475,-0.7666666666666666,,196664.0,.L-E..,23.0,>,Ia:,192.146625,-0.7674999999999998,Supernova Cosmology Project,Type I
558,1983G, ,N 4753,193.095,-1.1983333333333333,59.0,1239.0,.L....,12.9,=,Ia,193.0870833333333,-1.2033333333333331,"Okazaki, Evans, Tsvetkov",Type I
2113,2001kk, ,LEDA1157056,191.89,0.0999999999999999,,25912.0, ,18.8,>,Ia,191.8892083333333,0.0991944444444444,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
163,1959C, ,U 8263,197.845,3.411666666666666,84.0,3042.0,.SB.5P,14.0,=,I,197.84925,3.4104999999999994,Humason,Type I
920,1993al, ,ANON,185.5525,-1.14,,, ,22.6,>,Ia,185.5525833333333,-1.1401388888888886,Perlmutter et al.,Type I
1168,1997bd, ,ANON,190.12,-0.0949999999999999,,200861.0, ,23.1,>,Ia,190.11979166666663,-0.0949444444444444,High-Z Supernova Search Team,Type I
1025,1996H, ,ANON,187.22,-0.0949999999999999,,185871.0, ,22.8,>,Ia,187.21991666666665,-0.0947222222222222,High-Z Supernova Search Team,Type I
