recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc
1178,"1997bn", ,"U 4329",124.75749999999998,21.186666666666664,38,4099,".SAR5.",16.2,>,"II:",124.75916666666664,21.18380555555555,"Qiao, Li, Qiu, Zhang, Hu"
213,"1962F", ,"U 4308",124.35749999999999,21.685,43,3566,".SBT5.",16.5,=," ",124.36887499999999,21.67422222222222,"Berger"
822,"1992I", ,"N 2565",124.94999999999999,22.026666666666664,65,3582,"PSB.4*",18.0,>,"II",124.94295833333332,22.03333333333333,"Builu"
180,"1960M", ,"N 2565",124.94999999999999,22.031666666666663,65,3582,"PSB.4*",15.5,>,"I",124.94766666666665,22.041361111111108,"Gomes"
2163,"2002an", ,"N 2575",125.68749999999999,24.296666666666663,36,3870,".SAT5*",15.9,>,"II",125.69899999999998,24.294916666666662,"Sano"
4,"1901A", ,"N 2535",122.80499999999998,25.204999999999995,61,4097,".SAR5P",14.7,>," ",122.81291666666665,25.211388888888884,"Reinmuth"
2486,"2003ae", ,"LEDA1808334",142.09499999999997,27.444999999999997,,9593," ",17.1,>,"Ia",142.09408333333332,27.444638888888885,"Wood-Vasey, Aldering, Nugent"
2531,"2003by", ,"ANON",140.62499999999997,29.121666666666663,,," ",22.1,>," ",140.62504166666665,29.12197222222222,"Becker, Deep Lens Survey Transient Team"
1807,"2000fq", ," ",,,,209855," ",23.8,>,"Ia",140.90699999999998,29.873888888888885,"Wittman, Becker, Margoniner, Tyson, Dell'Antonio, Loomba, Schommer"
2533,"2003ca", ,"ANON",140.99499999999998,30.04333333333333,,," ",22.2,>," ",140.99545833333332,30.044305555555553,"Becker, Deep Lens Survey Transient Teamdiff"
2560,"2003db", ,"M 05-23-021",144.24249999999998,31.331666666666663,47,8067,".S?.3.",17.5,>,"II",144.24512499999997,31.33380555555555,"Boles; Schwartz, Holvorcem (LOTOSS)+"
2532,"2003bz", ,"ANON",140.64499999999998,30.079999999999995,,," ",22.3,>," ",140.64487499999998,30.078472222222217,"Becker, Deep Lens Survey Transient Team"
2353,"2002hv", ,"U 4974",140.5425,33.84833333333333,38,7023,".L....",18.6,>,"Ia",140.5454583333333,33.83633333333333,"Schwartz, Li+"
1616,"1999gd", ,"N 2623",129.6,25.749999999999996,77,5535,".S..1.",16.6,=,"Ia",129.60254166666664,25.75919444444444,"Lick Observatory Supernova Search"
1877,"2001bg", ,"N 2608",128.8225,28.47333333333333,56,2135,".SBS3*",13.7,=,"Ia",128.8285833333333,28.468277777777775,"Boles"
2206,"2002ce", ,"N 2604",128.34499999999997,29.53833333333333,21,2094,".SBT5.",16.0,>,"II",128.3420833333333,29.533611111111107,"Arbour"
1568,"1999eh", ,"N 2770",137.39,33.12333333333333,79,1947,".SAS5*",17.5,>,"Ib",137.38587499999997,33.12127777777777,"Armstrong"
1459,"1999X", ,"P25005",133.6325,36.51,,7503," ",16.3,=,"Ia",133.63429166666666,36.51141666666666,"Schwartz"
2718,"2003je", ,"N 2668",132.34249999999997,36.70833333333333,59,7529,".SB.2.",17.9,>,"II",132.34266666666664,36.71572222222222,"Burket, Swift, Li+"
262,"1964M", ,"P30735",156.8575,20.446666666666665,32,5517,".S..5.",18.0,>," ",156.8045833333333,20.490805555555553,"Zwicky"
192,"1961G", ,"M 04-25-12",155.58749999999998,21.22333333333333,67,16129,".S..3.",18.2,>," ",155.58624999999998,21.222888888888885,"Humason"
770,"1991S", ,"U 5691",157.36499999999998,22.006666666666664,50,16489,".S..2.",17.8,=,"Ia",157.36579166666664,22.012888888888885,"Antezana"
197,"1961L", ,"N 3221",155.58499999999998,21.56833333333333,74,4110,".SBS5.",17.5,>," ",155.57924999999997,21.58447222222222,"Wild"
204,"1961S", ,"M 04-25-05",155.25249999999997,21.716666666666665,,,".E....",18.3,>," ",155.25816666666665,21.71497222222222,"Kearns"
1832,"2001N", ,"N 3327",159.98999999999998,24.091666666666665,44,6303,".SAR3*",16.3,>,"Ia",159.992,24.090555555555554,"Chornock +"
2861,"2004bs", ,"N 3323",159.91249999999997,25.32333333333333,58,5164,".SB.5.",16.7,>,"Ib",159.91374999999996,25.322194444444442,"Armstrong"
2525,"2003bs", ,"ANON",157.43499999999997,25.619999999999997,,14990," ",17.7,>,"Ia",157.43383333333333,25.619888888888884,"Wood-Vasey, Aldering, Nugent"
1622,"1999gj", ,"N 3251",157.31999999999996,26.099999999999998,84,5086,".SB.5.",17.3,>,"Ia",157.32999999999998,26.105611111111106,"Armstrong"
1461,"1999Z", ,"U 5608",155.65999999999997,27.356666666666662,71,15100,".S..3.",16.2,>," ",155.65512499999997,27.355499999999996,"Schwartz"
1230,"1997dn", ,"N 3451",163.58749999999998,27.239999999999995,63,1334,".SB.6.",16.0,>,"II",163.5789583333333,27.235361111111107,"Hurst"
2851,"2004bi", ,"U 5894",161.91499999999996,26.294999999999995,62,6537,".SB.2.",18.7,>,"IIb",161.90604166666665,26.30333333333333,"Shimasaki, Li+"
2557,"2003cy", ,"ANON",161.51749999999998,27.349999999999998,,," ",18.5,>," ",161.51779166666665,27.349222222222217,"Wood-Vasey, Aldering, Nugent, Brar"
1847,"2001ac", ,"N 3504",165.795,27.974999999999998,24,1534,"RSXS2.",18.0,>,"IIn:",165.81404166666664,27.974861111111107,"Beckmann, Li +"
1359,"1998cf", ,"N 3504",165.795,27.97333333333333,24,1534,"RSBS2.",15.0,>," ",165.7967083333333,27.972499999999997,"Emsellem; Clayton, Gordon"
1994,"2001fv", ,"N 3512",166.0125,28.03666666666666,27,1376,".SBT5.",16.4,>,"II",166.00691666666665,28.032138888888884,"Armstrong"
2811,"2004U", ,"ANON",166.8275,28.539999999999996,,," ",17.7,>,"II",166.82845833333332,28.539888888888886,"Graham, Swift, Li+"
1097,"1996cb",*,"N 3510",165.93249999999998,28.884999999999994,76,705,".SBS7.",13.9,=,"IIb",165.92491666666663,28.90380555555555,"Aoki"
2547,"2003co", ,"LEDA1863935",162.4175,29.364999999999995,,24703," ",18.1,>," ",162.41629166666664,29.362388888888884,"Wood-Vasey, Aldering, Nugent"
2946,"2004ez", ,"N 3430",163.04749999999999,32.95166666666666,58,1586,".SB.5.",17.2,>,"II",163.0629583333333,32.95558333333333,"Itagaki"
2187,"2002bl", ,"U 5499",153.0725,27.86166666666666,73,4753,".SB.3*",16.5,>,"IcPec",153.07199999999997,27.86455555555555,"Armstrong"
2514,"2003bh", ,"ANON",150.02749999999997,28.279999999999998,,26682," ",19.9,>,"Ia",150.02612499999998,28.28111111111111,"Wood-Vasey, Aldering, Nugent"
721,"1990H", ,"N 3294",159.06749999999997,37.32333333333333,61,1586,".SAS5.",16.0,>,"II",159.06283333333332,37.32422222222222,"Perlmutter, Pennypacker, et al."
820,"1992G", ,"N 3294",159.06749999999997,37.32333333333333,61,1586,".SAS5.",13.6,=,"Ia",159.07716666666664,37.32055555555555,"Sasaki"
657,"1988I",*,"LEDA 086944",155.295,35.66,84,11300,".S..5.",19.0,>,"IIn",155.2967083333333,35.65841666666666,"Pollas"
2563,"2003de", ,"LEDA2069367",152.67249999999999,35.74666666666666,,," ",17.1,>," ",152.67187499999997,35.74802777777777,"Wood-Vasey, Aldering, Nugent, Brar"
1293,"1998R", ,"U 6271",168.65499999999997,30.314999999999994,71,2009,".S..1.",16.0,>,"II",168.65429166666664,30.314361111111108,"Berlind, Carter"
2209,"2002ch", ,"KUG1111+340",168.63499999999996,33.806666666666665,70,10193,".S..5.",18.4,>,"II",168.63216666666665,33.80508333333333,"Puckett, Langoussis"
720,"1990G", ,"I 2735",170.26749999999998,34.34499999999999,86,10727,".S..2.",15.0,>,"Ia",170.25499999999997,34.34777777777777,"Mueller"
714,"1989af", ,"U 6433",171.38249999999996,38.06166666666666,,2114,".IB.9.",16.5,>," ",171.38108333333332,38.06211111111111,"Mueller"
2858,"2004bp", ,"M 06-25-014",167.46749999999997,37.00166666666666,64,8914,".S..1.",18.0,>,"Ia",167.47187499999998,37.001777777777775,"Armstrong"
2343,"2002hl", ,"N 3665",171.18249999999998,38.76333333333333,36,2080,".LAS0.",16.3,>,"Ia",171.16716666666665,38.76749999999999,"Boles"
261,"1964L", ,"N 3938",178.20749999999998,44.12333333333333,12,809,".SAS5.",13.6,=,"Ib",178.20458333333332,44.12933333333333,"Wild"
2764,"2003ky", ,"N 4001",179.52749999999997,47.334999999999994,52,14090,".ES?..",17.4,>,"II",179.52624999999998,47.33319444444444,"Armstrong"
1721,"2000ch", ,"N 3432",163.12999999999997,36.618333333333325,81,616,".SBS9.",17.4,>,"IIn",163.17249999999999,36.66902777777777,"Lick Observatory Supernova Search"
1357,"1998cd", ,"LEDA2149500",161.265,39.42166666666666,,," ",17.5,>,"Ia",161.2673333333333,39.420138888888886,"Mueller"
595,"1984R", ,"N 3675",171.53249999999997,43.584999999999994,56,770,".SAS3.",13.0,>," ",171.53066666666663,43.58505555555555,"Ikeya"
1583,"1999ew", ,"N 3677",171.575,46.974999999999994,41,7392,"PSAR0*",16.5,>,"II",171.57358333333332,46.97574999999999,"Lick Observatory Supernova Search"
1294,"1998S",*,"N 3877",176.53249999999997,47.49499999999999,82,895,".SAS5*",12.1,=,"IIn",176.52575,47.48208333333333,"Wan"
1741,"2000db", ,"N 3949",178.42499999999998,47.85833333333333,55,800,".SAS4*",13.6,>,"II",178.41562499999998,47.86294444444444,"Aoki"
1177,"1997bm", ,"I  705",173.23499999999999,50.24166666666666,,2986," ",18.1,>,"I:",173.23804166666665,50.24544444444444,"Mueller"
2798,"2004H", ,"I 708",173.49749999999997,49.06166666666666,,9497,".E....",17.6,>,"Ia",173.49904166666664,49.06291666666666,"Swift, Burket, Graham, Foley, Li+"
936,"1994P", ,"U 6983",179.78749999999997,52.706666666666656,44,1082,".SBT5.",18.2,>,"II",179.83783333333332,52.71638888888888,"Sackett"
1936,"2001dp", ,"N 3953",178.45499999999998,52.32666666666666,62,1052,".SBR4.",14.4,>,"Ia",178.43841666666665,52.34911111111111,"Migliardi, Dal Farra"
2742,"2003kc", ,"M 05-23-37",146.64499999999998,30.65333333333333,52,10003,".SB.3.",18.1,>,"Ia",146.64299999999997,30.655277777777773,"Burket, Li+"
997,"1995al", ,"N 3021",147.73749999999998,33.55333333333333,55,1541,".SAT4*",13.4,=,"Ia",147.73320833333332,33.552611111111105,"Pesci, Mazza"
191,"1961F", ,"N 3003",147.14999999999998,33.419999999999995,83,1478,".SB.4.",13.0,=,"IIPec",147.1595833333333,33.42638888888889,"Wild"
205,"1961T", ,"M 06-21-66",144.74749999999997,33.45166666666666,48,,".S..5.",17.5,=," ",144.74649999999997,33.45269444444444,"Gates"
2744,"2003ke", ,"M 06-22-009",146.46749999999997,34.684999999999995,66,6176,".SB.4.",18.2,>,"IIn",146.47066666666666,34.683722222222215,"Swift, Foley, Li+"
2217,"2002cp", ,"N 3074",149.92249999999999,35.39333333333333,30,5144,".SXT5.",16.8,>,"Ib/c",149.89979166666666,35.399277777777776,"Ganeshalingam, Li +"
278,"1965N", ,"N 3074",149.9175,35.39166666666666,30,5144,".SXT5.",16.2,=,"IIP",149.9238333333333,35.39552777777777,"Rudnicki"
269,"1965E", ,"P28304",147.5425,34.41499999999999,68,6733,".S..5.",16.4,>," ",147.5294583333333,34.41522222222222,"Zwicky"
246,"1963U", ,"M 06-22-24",148.3275,36.08333333333333,32,5482,".SB.6.",15.0,>,"Pec",148.32549999999998,36.08894444444444,"Kowal"
2521,"2003bo", ,"LEDA2078379",146.93499999999997,36.306666666666665,,," ",19.5,>," ",146.930875,36.30605555555555,"Wood-Vasey, Aldering, Nugent"
1115,"1997C", ,"N 3160",153.48,38.84166666666666,90,6795,".S..4.",17.3,>,"Ib/c",153.4840833333333,38.81680555555555,"BAO Supernova Survey"
1621,"1999gi", ,"N 3184",154.5725,41.423333333333325,17,592,".SBT5.",14.6,=,"II",154.5693333333333,41.441222222222216,"R.Kushida"
1014,"1995bc", ,"LEDA2163910",147.92999999999998,40.309999999999995,,14390," ",18.5,>,"II",147.93124999999998,40.31405555555555,"Mueller"
1964,"2001er", ,"U 5301",148.33749999999998,42.84499999999999,90,4841,".S..5.",17.2,>,"Ia",148.3360833333333,42.84577777777777,"Puckett, George"
703,"1989U", ,"U 5295",148.22499999999997,42.84833333333333,52,4787,".SBS3.",17.0,>,"II",148.219125,42.86216666666666,"Mueller"
1509,"1999bw", ,"N 3198",154.98,45.55,73,663,".SBT5.",17.3,=,"Ib:",154.94504166666664,45.52638888888888,"Lick Observatory Supernova Search"
2577,"2003ds", ,"M 08-19-17",154.74249999999998,46.453333333333326,,," ",18.0,>,"Ic",154.743125,46.45430555555555,"Graham, Li, Schwartz, Holvorcem+"
2199,"2002bx", ,"I 2461",139.98999999999998,37.19166666666666,90,2260,".S..3.",16.4,>,"II",139.97912499999998,37.20238888888888,"Ganeshalingam, Li +; Boles"
955,"1994ak",*,"N 2782",138.52249999999998,40.114999999999995,47,2562,".SBT1P",15.9,>,"IIn",138.50612499999997,40.10597222222221,"Kushida"
2559,"2003da", ,"U 4992",140.95,42.18333333333333,90,4152,".S..5.",15.9,>,"II",140.94816666666665,42.18016666666666,"Boles"
1635,"1999gw", ,"U 4881",138.9775,44.32999999999999,52,11782,"DS..7.",17.8,>," ",138.97791666666666,44.33194444444444,"Cresci, Mannucci, Maiolino, Della Valle, Ghinassi"
2739,"2003jz", ,"U 5225",146.61999999999998,45.75166666666666,,4906," ",16.0,>,"Ia",146.6194583333333,45.75130555555555,"Armstrong"
1851,"2001ag", ,"M 08-18-9",143.6325,46.46166666666666,44,8004,".SB...",18.2,>,"II",143.6292083333333,46.46074999999999,"Puckett, Peoples"
889,"1993E", ,"KUG0940+495",145.93999999999997,49.29666666666666,,," ",19.0,>,"II",145.93395833333332,49.2988611111111,"Pollas"
2810,"2004T", ,"U 6038",164.03999999999996,47.393333333333324,36,6437,".S..3.",17.5,>,"II",164.04279166666663,47.39541666666666,"Graham, Swift, Li+"
1349,"1998bv", ,"HS1035+4758",159.6075,47.709999999999994,,1596," ",17.1,>,"IIPec",159.60712499999997,47.710138888888885,"Kniazev, Engels, Pustilnik, Ugryumov, Masegosa"
1090,"1996bu", ,"N 3631",170.25999999999996,53.17166666666666,34,1156,".SAS5.",17.6,>,"IIPec",170.2470833333333,53.20233333333333,"Kushida"
2189,"2002bn", ,"P35620",173.1675,52.949999999999996,58,7919,"TSB.0.",16.3,>,"Ia",173.16266666666664,52.94838888888888,"Armstrong"
1318,"1998aq", ,"N 3982",179.11749999999998,55.12499999999999,30,1109,".SBR3*",12.4,=,"Ia",179.10754166666663,55.12822222222221,"Armstrong"
594,"1984Q", ,"U 6518",173.08499999999998,53.90666666666666,58,2820,".S..4.",16.8,>," ",173.08499999999998,53.906944444444434,"Wild"
502,"1980D", ,"N 3733",173.75749999999996,54.85166666666666,71,1185,".SBS5.",14.5,=,"IIP",173.7423333333333,54.8821111111111,"Wild"
235,"1963J", ,"N 3913",177.66249999999997,55.35166666666666,21,954,"PSAT6.",13.3,=,"Ia",177.6595833333333,55.35041666666666,"Zwicky, Wild"
495,"1979B", ,"N 3913",177.66249999999997,55.35166666666666,21,954,"PSAT6.",12.3,=,"Ia",177.6808333333333,55.35916666666666,"Rosino"
1646,"2000K", ,"M 09-19-191",176.95,56.018333333333324,56,16000,".L....",17.1,>,"Ia",176.95866666666663,56.01702777777777,"Sala, Puckett, George"
236,"1963K", ,"N 3656",170.91249999999997,53.84333333333333,41,2869,".S..0.",15.0,>," ",170.91541666666663,53.83691666666666,"Bertaud"
1852,"2001ah", ,"U 6211",167.62749999999997,55.169999999999995,32,16788,".SB.4.",17.4,>,"IaPec",167.62429166666664,55.16083333333333,"Puckett, Peoples"
815,"1992B", ,"LEDA2503967",169.03499999999997,55.489999999999995,51,16489,".S....",17.8,>,"Ia",169.0414583333333,55.491861111111106,"Pollas"
819,"1992F", ,"ANON",171.34999999999997,56.599999999999994,,," ",19.0,>," ",171.3495833333333,56.60083333333333,"Pollas, Albinese"
2793,"2004C", ,"N 3683",171.88249999999996,56.87666666666666,69,1716,".SB.5.",14.0,>,"Ic",171.87383333333332,56.88005555555555,"Dudley, Fischer"
489,"1978H", ,"N 3780",174.84749999999997,56.26999999999999,36,2399,".SAS5*",16.5,>,"II",174.84862499999997,56.26691666666666,"Wild"
883,"1992bt", ,"N 3780",174.84749999999997,56.26999999999999,36,2399,".SAS5*",16.0,>,"IIP",174.8323333333333,56.27108333333332,"Treffers, Leibundgut, Filippenko, Richmond"
1517,"1999ce", ,"ANON",172.21499999999997,57.13499999999999,,23399," ",18.3,>,"Ia",172.21487499999998,57.13444444444443,"Lick Observatory Supernova Search"
1251,"1997ei",*,"N 3963",178.74499999999998,58.493333333333325,24,3188,".SBT4.",16.3,>,"Ic",178.74991666666665,58.490666666666655,"Aoki"
927,"1994G", ,"ANON",154.86249999999998,50.87166666666666,,127411," ",21.8,>,"I",154.86116666666663,50.8721111111111,"Perlmutter, Pennypacker, et al."
765,"1991N", ,"N 3310",159.69249999999997,53.50166666666666,17,993,".SBR4P",14.1,=,"Ib/c",159.6932083333333,53.50130555555555,"Perlmutter, Pennypacker, et al."
2156,"2002ag", ,"ANON",163.30249999999998,57.00666666666666,,," ",23.5,>," ",163.30295833333332,57.00719444444444,"High-Z Supernova Search Team"
2157,"2002ah", ,"ANON",163.32999999999998,57.00999999999999,,," ",24.2,>," ",163.33124999999998,57.010166666666656,"High-Z Supernova Search Team"
2074,"2001ix", ,"ANON",163.07999999999998,57.12499999999999,,215851," ",22.9,>," ",163.0788333333333,57.12488888888888,"High-Z Supernova Search Team"
2076,"2001iz", ,"ANON",163.40749999999997,57.25333333333332,,," ",23.0,>," ",163.406625,57.25297222222221,"High-Z Supernova Search Team"
1463,"1999ab", ,"LEDA2453358",156.24999999999997,53.87499999999999,,9400," ",18.3,>,"II",156.25266666666664,53.87694444444444,"Schwartz"
930,"1994J", ,"P29040",150.40249999999997,54.58333333333333,47,16908,".SB...",19.0,>,"Ia",150.40316666666664,54.58238888888888,"Pollas"
2181,"2002bf", ,"C 266-031",153.92499999999998,55.66666666666666,47,7254,".SBR3*",16.6,>,"Ia",153.92629166666666,55.66852777777777,"Martin, Li +"
2154,"2002ae", ,"ANON",162.71249999999998,57.15166666666666,,," ",23.6,>," ",162.7125833333333,57.15127777777777,"High-Z Supernova Search Team"
2075,"2001iy", ,"ANON",163.09999999999997,57.27666666666666,,169982," ",23.0,>," ",163.10116666666664,57.27669444444444,"High-Z Supernova Search Team"
2077,"2001ja", ,"ANON",163.11249999999998,57.331666666666656,,," ",23.2,>," ",163.11129166666663,57.3318611111111,"High-Z Supernova Search Team"
2158,"2002ai", ,"ANON",163.58749999999998,57.46666666666666,,," ",23.4,>," ",163.58862499999998,57.46616666666666,"High-Z Supernova Search Team"
2153,"2002ad", ,"ANON",162.54999999999998,57.51999999999999,,155892," ",23.0,>," ",162.55079166666664,57.51988888888888,"High-Z Supernova Search Team"
2155,"2002af", ,"ANON",163.12499999999997,57.66166666666666,,," ",24.1,>," ",163.12454166666663,57.66222222222221,"High-Z Supernova Search Team"
1439,"1999D", ,"I  694",172.12749999999997,58.55833333333332,50,3064,"DSB.7.",15.3,>,"II",172.11829166666664,58.56080555555555,"Qiu, Qiao, Hu"
891,"1993G", ,"N 3690",172.14,58.56499999999999,47,3121,"DSB.9P",17.2,>,"II",172.1393333333333,58.55866666666666,"Treffers, Leibundgut, Filippenko, Richmond"
884,"1992bu", ,"N 3690",172.14,58.56499999999999,47,3064,"DSB.9P",16.6,>," ",172.13124999999997,58.56083333333333,"Van Buren, Jarrett, Terebey, Beichman, Shure, Kamins"
1295,"1998T",*,"N 3690",172.14,58.56499999999999,47,3121,"DSB.9P",14.0,>,"Ib",172.13816666666665,58.56213888888888,"Wan"
2549,"2003cq", ,"N 3978",179.04249999999996,60.52166666666666,24,9978,".SB.4.",17.0,>,"Ia",179.05899999999997,60.52202777777777,"Arbour"
2836,"2004at", ,"M 10-16-037",164.69499999999996,59.48666666666666,68,6935,".S..3.",17.2,>,"Ia",164.68824999999998,59.48666666666666,"Pugh, Burket, Li+"
1835,"2001Q", ,"U 6429",171.32999999999998,63.72999999999999,21,3726,".SAT5.",18.3,>,"II",171.33237499999998,63.72099999999999,"Li +"
848,"1992ak", ,"U 3862",111.94999999999999,20.396666666666665,76,8151,".S..5.",16.0,>," ",111.94758333333331,20.392194444444442,"Moraru"
748,"1990ai",*," ",,,,," ",19.5,>,"Ib/c",110.04333333333332,21.90555555555555,"Pollas"
1791,"2000fa", ,"U 3770",108.87249999999999,23.42833333333333,,6378,".I..9.",15.8,>,"II",108.87449999999998,23.42844444444444,"Friedman, Li +"
2197,"2002bv", ,"U 4042",117.49999999999999,30.024999999999995,40,8292,"RSBR3*",17.8,>,"IIn",117.50470833333331,30.025611111111107,"Martin, Li +"
2705,"2003ir", ,"U 3726",107.77999999999999,25.914999999999996,67,7657,".S..3.",18.0,>,"II",107.78408333333331,25.915277777777774,"Ganeshalingam, Li+"
746,"1990ag", ,"ANON",113.20499999999998,32.90666666666666,,16189,".S....",19.0,>,"IIPec",113.20583333333332,32.90444444444444,"Pollas"
1956,"2001ej", ,"U 3829 NED01",110.92999999999998,33.44166666666666,41,4059,"DS..1.",16.5,>,"Ib",110.93012499999999,33.443888888888885,"Dimai"
1300,"1998Y", ,"N 2415",114.23499999999999,35.24166666666666,,3784,".I..9$",18.3,>,"II",114.23720833333331,35.243333333333325,"Li, Modjaz, Treffers, Filippenko"
1638,"2000C", ,"N 2415",114.23499999999999,35.24166666666666,,3784,".I..9$",14.8,>,"Ic",114.23745833333332,35.24366666666666,"Foulkes, Migliardi"
2345,"2002hn", ,"N 2532",122.56249999999999,33.95666666666666,36,5260,".SBT5.",16.8,>,"Ic",122.56229166666665,33.95538888888888,"Hutchings, Li+"
1614,"1999gb", ,"N 2532",122.56249999999999,33.95666666666666,36,5260,".SB.5.",15.5,>,"IIn",122.55708333333331,33.958277777777774,"Lick Observatory Supernova Search"
2047,"2001hw", ,"ANON",132.06249999999997,44.059999999999995,,," ",23.7,>," ",132.06283333333332,44.06069444444444,"High-Z Supernova Search Team"
2099,"2001jw", ,"ANON",132.49499999999998,44.05333333333333,,," ",24.0,>," ",132.49524999999997,44.052833333333325,"High-Z Supernova Search Team"
2048,"2001hx", ,"ANON",132.3525,44.03999999999999,,239834," ",23.4,>," ",132.35254166666664,44.03955555555555,"High-Z Supernova Search Team"
2149,"2002Z", ,"ANON",132.3875,44.05833333333333,,118418," ",24.2,>," ",132.387375,44.05766666666666,"High-Z Supernova Search Team"
2051,"2001ia", ,"ANON",132.46999999999997,44.19333333333333,,," ",24.0,>," ",132.46891666666664,44.19383333333333,"High-Z Supernova Search Team"
