recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc
2953,"2004fg", ,"M 05-56-007",356.85249999999996,28.39333333333333,65,9034,".S..3.",18.2,>,"Ia",356.85187499999995,28.389555555555553,"Pugh, Park, Li+"
2251,"2002dx", ,"U12861",359.2775,29.839999999999996,53,7100,".S..2.",18.8,>,"Ia",359.27804166666664,29.837638888888886,"Swift, Li+"
1301,"1998Z", ,"LEDA2799877",81.24499999999999,-31.359999999999996,,11566," ",19.6,>,"Ia",81.24491666666665,-31.360583333333327,"Germany et al."
2171,"2002av", ,"E 489-G07",92.0225,-23.991666666666664,,," ",17.7,>,"Ia",92.02641666666665,-23.987,"Schwartz, Li +"
1250,"1997eh", ,"LEDA789486",87.26999999999998,-24.48333333333333,,13529," ",18.5,>,"Ia",87.26912499999999,-24.483777777777775,"Antezana"
989,"1995ad", ,"N 2139",90.28499999999998,-23.674999999999997,40,1843,".SBT5.",14.5,>,"II",90.27554166666665,-23.67472222222222,"Evans"
2936,"2004ep", ,"I 2152",89.47249999999998,-23.179999999999996,46,1875,".SB.1.",18.6,>,"II",89.47358333333332,-23.18286111111111,"Moore, Li+"
817,"1992D", ,"LEDA842727",90.24999999999999,-20.366666666666664,46,14990,".S....",18.7,>,"IIPec",90.24949999999998,-20.36908333333333,"McNaught, Drinkwater"
1998,"2001fz", ,"N 2280",101.20499999999998,-27.63833333333333,64,1906,".SAS5.",17.0,>,"II",101.20941666666666,-27.62019444444444,"BAO Supernova Survey"
2465,"2003H", ,"ANON",94.11749999999999,-21.376666666666665,,2741,"D.....",17.8,>,"Ib/cPec",94.10699999999999,-21.373277777777776,"Graham, Li +"
1563,"1999ec", ,"N 2207",94.09249999999999,-21.37333333333333,60,2741,".SBT4P",17.2,>,"Ib",94.06733333333332,-21.369388888888885,"Lick Observatory Supernova Search"
2822,"2004af", ,"ANON",84.51749999999998,-23.981666666666662,,16788," ",22.5,>,"Ic",84.51629166666666,-23.983388888888886,"Riello, Benetti, Cappellaro, Patat, Botticella, Altavilla, Pastorello, Turatto, Valenti"
1806,"2000fp", ,"ANON",84.50499999999998,-23.776666666666664,,89938," ",22.9,>,"II",84.50529166666665,-23.776138888888884,"PUC-Padova Supernova Search"
2008,"2001gj", ,"ANON",84.53249999999998,-23.709999999999997,,80944," ",22.4,>,"II",84.53291666666665,-23.709555555555553,"Altavilla et al."
2800,"2004J", ,"E 554-33",86.63749999999999,-17.781666666666663,73,7495,".S..3.",17.5,>,"Ia",86.63408333333332,-17.781388888888888,"Swift, Burket, Graham, Foley, Li+"
2685,"2003hx", ,"N 2076",86.69749999999999,-16.781666666666663,54,2142,".L....",14.3,>,"Ia",86.69570833333331,-16.783499999999997,"Burket, Papenkova, Li+"
2952,"2004ff", ,"E 552-G40",74.69749999999999,-21.569999999999997,60,6790,".SB.2.",17.8,>,"Ic",74.69245833333332,-21.569999999999997,"Pugh, Park, Li+"
749,"1990aj", ,"N 1640",70.55999999999999,-20.436666666666664,36,1602,".SBR3.",19.1,>,"Ib",70.56370833333332,-20.421666666666663,"McNaught"
2989,"2004gq", ,"N 1832",78.01499999999999,-15.686666666666664,61,1939,".SB.4.",15.4,>,"Ic:",78.02004166666666,-15.68172222222222,"Pugh, Li+; Manzini"
2185,"2002bj", ,"N 1821",77.9425,-15.134999999999998,,3608,".IBS9.",14.8,>,"IIn",77.94329166666665,-15.136333333333331,"Puckett, Newton; Papenkova, Li +"
1114,"1997B", ,"I  438",88.24999999999999,-17.876666666666665,43,3120,".SBT5.",16.6,>,"Ib/c",88.26237499999999,-17.873194444444444,"Gabrijelcic"
2745,"2003kf", ,"M-02-16-002",91.1475,-12.624999999999998,90,2215,".S..3.",14.3,>,"Ia",91.14758333333332,-12.628555555555554,"Li+"
2700,"2003im", ,"ANON",86.24749999999999,-8.889999999999999,,," ",17.3,>,"Ia",86.24699999999999,-8.886527777777777,"Li+"
1662,"2000aa", ," ",,,,," ",20.0,>," ",123.21595833333332,-0.9023888888888888,"QUEST collaboration"
1685,"2000ax", ,"ANON",131.0675,-0.7166666666666666,,," ",20.6,>," ",131.06812499999998,-0.7174166666666666,"QUEST collaboration"
1034,"1996Q", ,"ANON",131.5375,0.11499999999999998,,107925," ",21.8,>," ",131.53824999999998,0.11497222222222221,"High-Z Supernova Search Team"
1157,"1997as", ,"ANON",126.03999999999998,-0.8016666666666665,,152894," ",22.1,>,"Ia",126.03941666666665,-0.8022777777777776,"High-Z Supernova Search Team"
1028,"1996K", ,"ANON",126.17999999999998,-0.3516666666666666,,113921," ",23.0,>,"Ia",126.18120833333332,-0.35172222222222216,"High-Z Supernova Search Team"
1663,"2000ab", ,"ANON",126.77499999999998,-0.2583333333333333,,," ",20.2,>," ",126.77424999999998,-0.2574722222222222,"QUEST collaboration"
123,"1954ad", ,"U 4467",128.195,0.22666666666666663,65,9617,".S..6P",17.5,>," ",128.1932083333333,0.22602777777777774,"Mueller"
1784,"2000et", ,"LEDA1186220",125.31249999999999,1.1549999999999998,,," ",19.4,>,"Ia",125.31337499999998,1.1570277777777775,"Nearby Galaxies Supernova Search team"
1684,"2000aw", ,"ANON",120.39249999999998,-1.9533333333333331,,," ",19.4,>," ",120.39166666666665,-1.953972222222222,"QUEST collaboration"
1660,"2000Y", ,"PGC1117688",117.05499999999998,-1.4799999999999998,,," ",18.8,>," ",117.05416666666665,-1.4771388888888888,"QUEST collaboration"
1661,"2000Z", ,"ANON",117.50499999999998,-0.5866666666666666,,," ",20.3,>," ",117.50462499999999,-0.5828055555555555,"QUEST collaboration"
1683,"2000av", ,"ANON",114.61999999999999,-1.7366666666666664,,," ",20.1,>," ",114.62020833333332,-1.7377777777777774,"QUEST collaboration"
2503,"2003av", ,"ANON",120.38499999999998,2.8083333333333327,,41970," ",19.5,>,"Ia",120.38570833333331,2.8077499999999995,"Wood-Vasey, Aldering, Nugent, K.Li"
652,"1988D", ,"M 00-20-06",117.95999999999998,2.8149999999999995,,5523,".E....",16.6,>,"Ia",117.96291666666664,2.8124999999999996,"Maury, Mueller"
1261,"1997es", ,"ANON",124.66999999999999,3.226666666666666,,194865," ",24.3,>,"Ia:",124.66937499999999,3.226805555555555,"Nugent, Aldering, Castro, Nunes, Quimby"
1102,"1996cg", ,"ANON",126.05499999999998,3.416666666666666,,146898,".S..2.",22.5,>,"Ia",126.05554166666666,3.4162499999999993,"Supernova Cosmology Project"
1126,"1997N", ,"ANON",125.95749999999998,3.481666666666666,,53963,".I....",21.2,>,"Ia",125.95845833333331,3.4813333333333327,"Supernova Cosmology Project"
1269,"1997fa", ,"ANON",125.51499999999999,3.4066666666666663,,149896," ",22.5,>,"Ia",125.51549999999999,3.406916666666666,"Nugent, Aldering, Castro, Nunes, Quimby"
1268,"1997ez", ,"ANON",125.40999999999998,3.4199999999999995,,233838," ",23.4,>,"Ia",125.40887499999998,3.4195833333333328,"Nugent, Aldering, Castro, Nunes, Quimby"
1265,"1997ew", ,"ANON",126.10499999999998,3.818333333333333,,176878," ",23.9,>,"II/Ic:",126.10454166666665,3.8188888888888886,"Nugent, Aldering, Castro, Nunes, Quimby"
1143,"1997ae",*,"ANON",125.99499999999998,3.798333333333333,,," ",23.9,>," ",125.99449999999999,3.798305555555555,"Supernova Cosmology Project"
1266,"1997ex", ,"ANON",126.11499999999998,3.8683333333333327,,107925," ",21.6,>,"Ia",126.11612499999998,3.8682777777777773,"Nugent, Aldering, Castro, Nunes, Quimby"
1264,"1997ev", ,"ANON",126.08499999999998,3.8599999999999994,,128911," ",23.0,>,"II:",126.08449999999998,3.8599999999999994,"Nugent, Aldering, Castro, Nunes, Quimby"
1262,"1997et", ,"ANON",125.72499999999998,3.8699999999999997,,188869," ",23.2,>,"Ia",125.72387499999998,3.8707499999999997,"Nugent, Aldering, Castro, Nunes, Quimby"
1125,"1997M", ,"ANON",125.73999999999998,3.8733333333333326,,128911," ",23.2,>," ",125.73912499999999,3.8737777777777773,"Supernova Cosmology Project"
1127,"1997O", ,"ANON",126.00999999999998,4.126666666666666,,110923," ",23.7,>,"Ia",126.01045833333332,4.12586111111111,"Supernova Cosmology Project"
1144,"1997af",*,"ANON",125.96999999999998,4.145,,173580,".I....",22.3,>,"Ia",125.96945833333332,4.145555555555555,"Supernova Cosmology Project"
1141,"1997ac",*,"ANON",126.02249999999998,4.1899999999999995,,95934,".E....",23.1,>,"Ia",126.02170833333332,4.189611111111111,"Supernova Cosmology Project"
1477,"1999ap", ,"ANON",127.44749999999998,4.626666666666666,,11992," ",19.4,>,"II",127.44774999999998,4.62736111111111,"Supernova Cosmology Project"
1124,"1997L", ,"ANON",125.48749999999998,3.8933333333333326,,164886,".I....",23.1,>,"Ia",125.48808333333332,3.8932499999999997,"Supernova Cosmology Project"
1263,"1997eu", ,"ANON",125.75249999999998,4.141666666666666,,176878," ",22.4,>,"Ia",125.75187499999998,4.140916666666666,"Nugent, Aldering, Castro, Nunes, Quimby"
1142,"1997ad",*,"ANON",125.63499999999998,4.166666666666666,,," ",22.8,>," ",125.63599999999998,4.166027777777777,"Supernova Cosmology Project"
1446,"1999K", ,"P22597",120.77749999999999,3.418333333333333,,10729," ",21.5,>,"II",120.77524999999999,3.414333333333333,"High-Z Supernova Search Team"
1123,"1997K", ,"ANON",118.72999999999999,4.316666666666666,,176878,".I....",23.6,>," ",118.72954166666665,4.317027777777777,"Supernova Cosmology Project"
1284,"1998I", ,"ANON",121.21499999999999,5.263333333333333,,266815,".....L",23.6,>,"Ia",121.21483333333332,5.263249999999999,"High-Z Supernova Search Team"
1283,"1998H", ,"ANON",121.21499999999999,5.6116666666666655,,197863," ",23.0,>," ",121.21445833333331,5.610916666666666,"High-Z Supernova Search Team"
1452,"1999Q", ,"ANON",120.18999999999998,5.5249999999999995,,137905,".....E",22.3,>,"Ia",120.18879166666665,5.524277777777777,"High-Z Supernova Search Team"
1282,"1998G", ,"ANON",120.90499999999999,6.169999999999999,,89938," ",22.8,>,"II:",120.90424999999998,6.170527777777777,"High-Z Supernova Search Team"
1012,"1995ba", ,"ANON",124.77749999999999,7.723333333333333,,116319,".E-L..",22.6,>,"I:",124.77691666666665,7.722555555555554,"Supernova Cosmology Project"
2455,"2002lt", ,"ANON",122.24999999999999,6.726666666666666,,," ",24.5,>,"Ic:",122.24941666666665,6.727083333333332,"Della Valle, Malesani, Benetti, Testa, Stella+"
2504,"2003ax", ,"LEDA1330613",122.14999999999998,7.778333333333332,,16189," ",18.4,>,"Ia",122.14804166666664,7.7783888888888875,"Wood-Vasey, Aldering, Nugent"
1804,"2000fn", ,"N 2526",121.74499999999998,8.003333333333332,54,4603,".S..1.",18.0,>,"Ib",121.74079166666665,8.00536111111111,"Puckett"
1122,"1997J", ,"ANON",115.32499999999999,9.553333333333333,,185571,".L-E..",23.4,>,"Ia:",115.32429166666665,9.553166666666666,"Supernova Cosmology Project"
2045,"2001hu", ,"ANON",117.64999999999998,9.969999999999999,,263817," ",24.1,>," ",117.64958333333331,9.97061111111111,"High-Z Supernova Search Team"
2151,"2002ab", ,"ANON",117.23249999999999,10.101666666666665,,126000," ",22.5,>,"Ia",117.23208333333332,10.10175,"High-Z Supernova Search Team"
2150,"2002aa", ,"ANON",117.18749999999999,10.299999999999999,,284803," ",24.2,>," ",117.18866666666665,10.30022222222222,"High-Z Supernova Search Team"
2071,"2001iu", ,"ANON",117.05749999999999,10.251666666666665,,," ",24.7,>," ",117.05820833333331,10.251249999999999,"High-Z Supernova Search Team"
2072,"2001iv", ,"ANON",117.55749999999999,10.286666666666665,,119917," ",22.3,>," ",117.55637499999999,10.286222222222221,"High-Z Supernova Search Team"
2073,"2001iw", ,"ANON",117.66499999999998,10.338333333333331,,101929," ",22.1,>," ",117.66383333333332,10.338638888888887,"High-Z Supernova Search Team"
2106,"2001kd", ,"ANON",117.62999999999998,10.351666666666665,,281100," ",24.3,>," ",117.63016666666665,10.352027777777776,"High-Z Supernova Search Team"
2152,"2002ac", ,"ANON",117.41499999999998,10.318333333333332,,," ",23.8,>," ",117.41504166666665,10.318944444444442,"High-Z Supernova Search Team"
2105,"2001kc", ,"ANON",117.50749999999998,10.326666666666664,,," ",24.4,>," ",117.50820833333331,10.327416666666664,"High-Z Supernova Search Team"
1099,"1996cd", ,"P22302",119.33999999999999,11.214999999999998,41,13922,".S....",18.5,>,"Ib/c",119.33637499999999,11.206583333333333,"Pollas"
2540,"2003ch", ,"U 3787",109.48999999999998,9.69,57,7495,".L..-?",17.0,>,"Ia",109.49133333333332,9.693027777777777,"Swift, Li+"
2970,"2004fx", ,"M-02-14-3",77.78249999999998,-9.389999999999999,86,2673,".SB.5.",16.9,>,"II",77.79862499999999,-9.39211111111111,"Park, Li+"
2792,"2004B", ,"I 390",70.51749999999998,-7.206666666666666,,4692,".L....",17.8,>,"Ia",70.51966666666665,-7.202166666666666,"Itagaki"
1118,"1997F", ,"ANON",73.80999999999999,-5.8616666666666655,,173880,".SB.4.",23.9,>,"Ia",73.80945833333332,-5.862444444444444,"Supernova Cosmology Project"
629,"1986N", ,"N 1667",72.15249999999999,-6.319999999999999,40,4547,".SBR5.",15.0,>,"Ia",72.15124999999999,-6.322777777777777,"Pennypacker et al."
2721,"2003jh", ,"M-02-11-30",64.16,-12.398333333333332,70,8898,".S..3.",17.8,>,"IIn",64.15541666666665,-12.39247222222222,"Moore, Li+"
1580,"1999et", ,"N 1643",70.93249999999999,-5.319999999999999,44,4850,".SBR4P",17.1,>,"II",70.93137499999999,-5.322166666666666,"Cappellaro"
966,"1995G", ,"N 1643",70.93249999999999,-5.3183333333333325,44,4850,".SBR4P",16.0,>,"IIPec",70.93424999999999,-5.314944444444444,"Evans, Shobbrook, Beaman"
1011,"1995az", ,"ANON",70.13999999999999,-5.501666666666666,,134907,".S..5.",24.0,>,"I:",70.13995833333333,-5.5009999999999994,"Supernova Cosmology Project"
1798,"2000fh", ,"ANON",70.11999999999999,-5.168333333333333,,," ",20.1,>," ",70.11941666666665,-5.168805555555555,"Nearby Galaxies Supernova Search team"
1803,"2000fm", ,"N 1612",68.30499999999999,-4.171666666666666,46,,".SBR0.",16.5,>,"II",68.31249999999999,-4.177638888888889,"Schwartz, Li, Filippenko +"
1576,"1999ep", ,"LEDA1078129",70.2725,-3.01,,17988," ",18.9,>,"Ia",70.26983333333332,-3.0109999999999997,"Nearby Galaxies Supernova Search team"
1573,"1999em", ,"N 1637",70.36749999999999,-2.8566666666666665,32,717,".SBT5.",13.8,=,"IIP",70.36315416666666,-2.8627305555555553,"Lick Observatory Supernova Search"
1281,"1998F", ,"ANON",64.21,-5.749999999999999,,155892," ",24.5,>," ",64.20887499999999,-5.749888888888888,"High-Z Supernova Search Team"
1286,"1998K", ,"ANON",63.42749999999999,-5.846666666666666,,," ",23.8,>," ",63.42858333333332,-5.845888888888888,"High-Z Supernova Search Team"
1458,"1999W", ,"ANON",64.445,-4.834999999999999,,35975," ",23.4,>,"II",64.44495833333332,-4.835666666666666,"High-Z Supernova Search Team"
1962,"2001ep", ,"N 1699",74.24749999999999,-4.758333333333333,53,3901,".SAT3.",15.0,>,"Ia",74.25108333333333,-4.761166666666666,"Hutchings, Li +"
1256,"1997en", ,"ANON",74.23749999999998,-4.196666666666666,,230840," ",24.4,>,"Ia:",74.23837499999999,-4.196111111111111,"Nugent, Aldering, Castro, Nunes, Quimby"
1259,"1997eq", ,"ANON",74.73499999999999,-3.9916666666666663,,161888,".S..2.",22.5,>,"Ia",74.73466666666666,-3.9914999999999994,"Nugent, Aldering, Castro, Nunes, Quimby"
1255,"1997em", ,"ANON",74.21,-3.8599999999999994,,137905," ",23.6,>,"Ia",74.21016666666665,-3.860305555555555,"Nugent, Aldering, Castro, Nunes, Quimby"
1258,"1997ep", ,"ANON",74.45249999999999,-3.711666666666666,,137905," ",22.4,>,"Ia",74.45245833333333,-3.712416666666666,"Nugent, Aldering, Castro, Nunes, Quimby"
1260,"1997er", ,"ANON",75.16,-3.9916666666666663,,140902," ",22.3,>,"Ia",75.16066666666666,-3.9922777777777774,"Nugent, Aldering, Castro, Nunes, Quimby"
1018,"1996A", ,"LEDA147085",77.695,-3.0049999999999994,,9893," ",18.0,>,"II",77.69624999999999,-3.006944444444444,"Evans"
1419,"1998eo", ,"ANON",74.06499999999998,-3.776666666666666,,251826," ",23.6,>,"Ia",74.06445833333332,-3.777416666666666,"Supernova Cosmology Project"
1257,"1997eo", ,"ANON",74.38499999999999,-3.501666666666666,,209855," ",24.5,>,"Ia:",74.38479166666666,-3.5017222222222215,"Nugent, Aldering, Castro, Nunes, Quimby"
1253,"1997ek", ,"ANON",74.04749999999999,-3.6899999999999995,,257822,".S....",23.8,>,"Ia",74.04845833333333,-3.690555555555555,"Nugent, Aldering, Castro, Nunes, Quimby"
1254,"1997el", ,"ANON",74.17249999999999,-3.4649999999999994,,191867," ",23.1,>,"Ia",74.17170833333333,-3.465194444444444,"Nugent, Aldering, Castro, Nunes, Quimby"
1119,"1997G", ,"ANON",74.62499999999999,-3.268333333333333,,228741," ",23.7,>,"Ia",74.62595833333333,-3.2677777777777774,"Supernova Cosmology Project"
1120,"1997H", ,"ANON",74.90249999999999,-3.1599999999999997,,158890,".E....",22.8,>,"Ia",74.90237499999999,-3.1596111111111105,"Supernova Cosmology Project"
1121,"1997I", ,"ANON",74.90499999999999,-3.1499999999999995,,53963,".S..4.",20.9,>,"Ia",74.90545833333333,-3.150444444444444,"Supernova Cosmology Project"
1267,"1997ey", ,"ANON",74.24249999999999,-2.6266666666666665,,173880," ",22.9,>,"Ia",74.24245833333332,-2.626861111111111,"Nugent, Aldering, Castro, Nunes, Quimby"
2226,"2002cy", ,"N 1762",75.90499999999999,1.573333333333333,51,4753,".SAT5*",16.1,>," ",75.89720833333332,1.5748611111111108,"Monard"
2144,"2002U", ,"ANON",69.92999999999999,-1.768333333333333,,," ",22.8,>," ",69.92875,-1.7678333333333331,"High-Z Supernova Search Team"
2044,"2001ht", ,"ANON",69.99,-1.6283333333333332,,," ",23.9,>," ",69.99008333333332,-1.6282499999999998,"High-Z Supernova Search Team"
2102,"2001jz", ,"ANON",69.83749999999999,-1.63,,," ",23.3,>," ",69.83675,-1.63,"High-Z Supernova Search Team"
2088,"2001jl", ,"ANON",69.615,-1.7416666666666665,,," ",23.7,>," ",69.61479166666666,-1.741611111111111,"High-Z Supernova Search Team"
1988,"2001fp", ,"ANON",69.51749999999998,-1.708333333333333,,227842," ",24.0,>," ",69.517125,-1.7089166666666664,"High-Z Supernova Search Team"
2042,"2001hr", ,"ANON",69.585,-1.5666666666666664,,154393," ",23.9,>," ",69.585625,-1.5659444444444441,"High-Z Supernova Search Team"
2043,"2001hs", ,"ANON",69.84249999999999,-1.5483333333333331,,239834," ",23.6,>," ",69.84329166666666,-1.5476111111111108,"High-Z Supernova Search Team"
2143,"2002T", ,"ANON",69.725,-1.573333333333333,,," ",23.7,>," ",69.72445833333332,-1.5740555555555553,"High-Z Supernova Search Team"
1991,"2001fs", ,"ANON",69.87749999999998,-1.4733333333333332,,251826," ",23.9,>,"Ia",69.87783333333333,-1.4727499999999998,"High-Z Supernova Search Team"
2089,"2001jm", ,"ANON",69.80749999999999,-1.3883333333333332,,," ",23.4,>," ",69.80758333333333,-1.3883888888888887,"High-Z Supernova Search Team"
2087,"2001jk", ,"ANON",69.48249999999999,-1.5449999999999997,,," ",23.9,>," ",69.48170833333333,-1.5451666666666666,"High-Z Supernova Search Team"
2142,"2002S", ,"ANON",69.40499999999999,-1.543333333333333,,," ",23.1,>," ",69.40437499999999,-1.543583333333333,"High-Z Supernova Search Team"
1987,"2001fo", ,"ANON",69.42249999999999,-1.4933333333333332,,231440," ",22.7,>," ",69.42270833333332,-1.4925277777777777,"High-Z Supernova Search Team"
2041,"2001hq", ,"ANON",69.39999999999999,-1.4116666666666664,,," ",23.8,>," ",69.401,-1.4119166666666665,"High-Z Supernova Search Team"
1990,"2001fr", ,"ANON",69.7075,-1.3766666666666665,,53963," ",22.5,>," ",69.70858333333332,-1.3759166666666665,"High-Z Supernova Search Team"
2101,"2001jy", ,"ANON",69.72749999999999,-1.333333333333333,,54000," ",21.5,>," ",69.72779166666666,-1.3341111111111108,"High-Z Supernova Search Team"
1989,"2001fq", ,"ANON",69.51749999999998,-1.3966666666666665,,227842," ",24.1,>," ",69.51870833333332,-1.3969166666666666,"High-Z Supernova Search Team"
2090,"2001jn", ,"ANON",70.05,-1.2966666666666664,,," ",23.7,>," ",70.05,-1.2960833333333333,"High-Z Supernova Search Team"
1992,"2001ft", ,"ANON",69.88499999999999,-1.38,,," ",24.9,>," ",69.88425,-1.3799444444444442,"High-Z Supernova Search Team"
2104,"2001kb", ,"ANON",69.8025,-1.3566666666666665,,," ",24.5,>," ",69.80174999999998,-1.3566944444444442,"High-Z Supernova Search Team"
2145,"2002V", ,"ANON",69.9725,-1.2266666666666666,,," ",23.4,>," ",69.973125,-1.225972222222222,"High-Z Supernova Search Team"
2086,"2001jj", ,"ANON",69.45249999999999,-1.3083333333333331,,," ",22.8,>," ",69.45220833333332,-1.3088611111111108,"High-Z Supernova Search Team"
2489,"2003ah", ,"LEDA1174831",70.7875,0.7649999999999999,,8994," ",17.0,>,"Ia",70.78558333333332,0.7667777777777777,"Swift, Ganeshalingam, Li+"
2975,"2004gc", ,"ARP327NED04",80.45749999999998,6.676666666666666,62,9620,".L....",17.4,>,"Ia",80.458125,6.676027777777777,"del_Olmo, Martinez, Pedraz, Alises, Trondal, Schwartz"
1826,"2001H", ,"M-01-10-19",55.17999999999999,-6.414999999999999,65,5248,".SXR5.",16.6,>,"II",55.17937499999999,-6.416416666666666,"Holmes"
811,"1991bj", ,"I  344",55.372499999999995,-4.666666666666666,61,5436,".SB.4.",18.8,>,"Ia",55.376999999999995,-4.663777777777777,"Pollas"
1627,"1999go", ,"N 1376",54.27499999999999,-5.043333333333333,21,4155,".SAS5.",15.5,>,"II",54.27383333333333,-5.03861111111111,"Lick Observatory Supernova Search"
2780,"2003lo", ,"N 1376",54.27499999999999,-5.043333333333333,21,4155,".S..5.",17.2,>,"IIn",54.271333333333324,-5.038138888888888,"Puckett, Kerns"
1245,"1997ec", ,"ANON",57.28249999999999,-1.7399999999999998,,37174," ",21.0,>," ",57.28258333333333,-1.7407499999999998,"Regnault, Perdereau"
1783,"2000es", ,"ANON",61.57499999999999,-3.3899999999999997,,22185," ",19.8,>,"II",61.574458333333325,-3.3883888888888882,"Nearby Galaxies Supernova Search team"
805,"1991bd", ,"U 2936",60.69999999999999,1.9633333333333332,81,3813,".SBS6.",17.0,>,"Ia",60.70691666666666,1.9739722222222218,"McNaught"
947,"1994aa", ,"N 1320",51.20499999999999,-3.041666666666666,72,2716,".S..1*",17.0,>,"Ia",51.205833333333324,-3.0426666666666664,"McNaught"
804,"1991bc", ,"U 2691 NED01",50.18999999999999,-1.045,53,6408,".SB.1.",16.0,>,"Ia",50.19024999999999,-1.0464444444444443,"McNaught"
2114,"2001kl", ,"LEDA3107088",47.214999999999996,-1.1733333333333331,,37840," ",20.4,>,"Ia",47.21433333333333,-1.1733611111111109,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))"
1590,"1999fd", ,"ANON",45.82249999999999,0.05166666666666666,,263817," ",25.3,>,"Ia:",45.822874999999996,0.05183333333333333,"Supernova Cosmology Project"
1589,"1999fc", ,"ANON",45.62749999999999,0.16999999999999998,,194865," ",24.8,>,"Ia",45.626708333333326,0.17055555555555554,"Supernova Cosmology Project"
1591,"1999fe", ,"ANON",45.754999999999995,0.2133333333333333,,," ",25.0,>,"II:",45.75583333333333,0.21402777777777776,"Supernova Cosmology Project"
1072,"1996bc", ,"ANON",48.027499999999996,0.6383333333333332,,137905," ",22.5,>,"Ia",48.02741666666666,0.6380833333333332,"High-Z Supernova Search Team"
1001,"1995ap", ,"ANON",48.11749999999999,0.695,,90000," ",21.5,>,"Ia",48.11720833333332,0.6953888888888888,"High-Z Supernova Search Team"
1064,"1996au", ,"ANON",48.199999999999996,0.7533333333333332,,155892," ",22.5,>,"Ia",48.199124999999995,0.7533055555555555,"High-Z Supernova Search Team"
1246,"1997ed", ,"ANON",56.73499999999999,0.695,,45568," ",21.0,>,"II:",56.735499999999995,0.6959444444444444,"Regnault, Perdereau"
2701,"2003in", ,"I 1956",53.887499999999996,5.066666666666666,74,6401,".SB.4.",17.7,>,"Ia",53.88879166666666,5.064638888888888,"Li+"
1948,"2001eb", ,"N 1589",67.68999999999998,0.8649999999999999,76,3793,".S..2.",16.3,>,"Ia",67.68791666666665,0.8716388888888887,"Boles"
1602,"1999fp", ,"ANON",63.75999999999999,4.363333333333332,,101929," ",24.1,>,"II:",63.760791666666655,4.362888888888889,"High-Z Supernova Search Team"
1600,"1999fn", ,"ANON",63.51499999999999,4.298333333333333,,140902,".....L",23.5,>,"Ia",63.516166666666656,4.298611111111111,"High-Z Supernova Search Team"
1772,"2000eh", ,"ANON",63.75999999999999,4.388333333333333,,146898,".....E",22.4,>,"Ia",63.760166666666656,4.38836111111111,"High-Z Supernova Search Team"
1238,"1997dv", ,"ANON",63.74999999999999,5.534999999999999,,," ",23.0,>," ",63.75004166666666,5.535027777777777,"High-Z Supernova Search Team"
1241,"1997dy", ,"ANON",64.1475,5.784999999999999,,," ",23.9,>," ",64.14716666666666,5.784194444444443,"High-Z Supernova Search Team"
1773,"2000ei", ,"ANON",64.27999999999999,5.764999999999999,,179876," ",22.8,>,"II:",64.27991666666665,5.764749999999999,"High-Z Supernova Search Team"
1239,"1997dw", ,"ANON",63.70499999999999,5.914999999999999,,," ",21.2,>," ",63.70437499999999,5.914416666666666,"High-Z Supernova Search Team"
2391,"2002jh", ,"ANON",66.87249999999999,6.0266666666666655,,14390," ",18.3,>," ",66.87320833333332,6.026166666666666,"Wood-Vasey, Aldering, Nugent, K.Li"
999,"1995an", ,"U 3188",72.95499999999998,8.843333333333332,57,3522,".S..2.",16.7,>,"II",72.95224999999999,8.84436111111111,"Mueller"
1015,"1995bd", ,"U 3151",71.3325,11.068333333333332,78,4377,".S..5.",17.3,=,"IaPec",71.3385,11.06736111111111,"Pollas"
1601,"1999fo", ,"ANON",63.68999999999999,6.643333333333333,,," ",24.0,>,"Ia",63.69062499999999,6.64286111111111,"High-Z Supernova Search Team"
2409,"2002jz", ,"U 2984",63.30249999999999,13.419999999999998,48,1543,".S..7.",15.9,>,"IIb:",63.30216666666666,13.418694444444442,"Puckett, Tigner"
1643,"2000H", ,"I  454",102.77749999999999,12.921666666666665,60,3945,".SB.2.",17.3,>,"I:",102.78195833333332,12.921805555555554,"Armstrong; Lick Observatory Supernova Search"
2340,"2002hi", ,"ANON",109.97499999999998,17.971666666666664,,18287," ",17.9,>,"IIn",109.97533333333332,17.97172222222222,"Li+"
2976,"2004gd", ,"N 2341",107.29999999999998,20.601666666666663,36,5227,".S..5.",17.1,>," ",107.29879166666665,20.602944444444443,"Moore, Shimasaki, Li+"
961,"1995B", ,"LEDA1658072",109.38999999999999,21.824999999999996,,9900," ",19.0,>,"II",109.39091666666666,21.82361111111111,"Pollas"
1564,"1999ed", ,"U 3555",102.49749999999999,25.634999999999998,30,4835,".SBT4.",17.8,>,"II",102.50395833333332,25.63180555555555,"Lick Observatory Supernova Search"
2977,"2004ge", ,"U 3555",102.49749999999999,25.634999999999998,30,4645,".SB.4.",17.8,>," ",102.50054166666665,25.633888888888887,"Moore, Shimasaki, Li+"
960,"1995A", ,"M 04-16-006",102.51749999999998,26.381666666666664,53,9509,"DS..5.",18.0,>,"Ia",102.51929166666665,26.380833333333328,"Pollas"
